type,uuid,organization_id,project_id,provider,region,id,internal_id
billing-integration.hourly.test,8e051f2c-b7c7-4d19-a30f-1095b449a3fa,853edd08-e3a3-43f5-a8da-c4d148f8f6c1,e379b8f1-158c-430d-942a-49a2a2dafee0,aws,us-west-2,52-test-hourly-55,0682a59b-7ccf-46b0-9010-626c07fc53d7
billing-integration.hourly.test,f3561ace-cc54-432e-b811-ea7286de8d0e,853edd08-e3a3-43f5-a8da-c4d148f8f6c1,e379b8f1-158c-430d-942a-49a2a2dafee0,aws,us-west-2,51-test-hourly-6,e89747d2-8fea-4c99-bad7-df3ba9f6077a
billing-integration.hourly.test,fa234144-fb02-420e-98fa-8e1689b43d31,853edd08-e3a3-43f5-a8da-c4d148f8f6c1,e379b8f1-158c-430d-942a-49a2a2dafee0,aws,us-west-2,50-test-hourly-92,1932f78b-7627-466f-9d4c-d7c690cbacea
billing-integration.hourly.test,8eac22aa-e369-4a56-a558-47026eef9437,ec5b6c91-6ea4-41d5-8cdf-64afed2a8cb0,86dcee42-561c-40c5-b247-8287f3d81692,aws,us-west-2,87-test-hourly-87,c6f9b170-7ca5-4162-83d3-de7e47aa319a
billing-integration.hourly.test,eda5bca2-6735-4ec5-8c47-cd602a53b931,ec5b6c91-6ea4-41d5-8cdf-64afed2a8cb0,86dcee42-561c-40c5-b247-8287f3d81692,aws,us-west-2,86-test-hourly-5,1cb7f2b6-be37-4c0f-abf4-d55d2f6aaa90
billing-integration.hourly.test,9ba4deaa-6e03-470b-8074-5b52a79f2a3a,ec5b6c91-6ea4-41d5-8cdf-64afed2a8cb0,86dcee42-561c-40c5-b247-8287f3d81692,aws,us-west-2,85-test-hourly-30,2794c502-c5b0-4474-a7b3-b4d7d53fa6ac
billing-integration.hourly.test,fa27dce5-dc7b-462a-84f7-0759b3d55832,ec5b6c91-6ea4-41d5-8cdf-64afed2a8cb0,86dcee42-561c-40c5-b247-8287f3d81692,aws,us-west-2,84-test-hourly-51,0e9e5bb0-e826-48ce-8426-beeeaae8c21d
billing-integration.hourly.test,9d232087-ead4-4cc5-8da7-e48c7a7e7f96,14fe29ff-fe58-416c-89d2-48410197163e,d82a5d26-ae4e-4c78-818a-3270f9ed2606,aws,us-west-2,48-test-hourly-44,617cc06d-6cc2-43ee-bf4c-11ac726f1ef7
billing-integration.hourly.test,9e25b189-dd65-4964-9d73-da58b57ede52,14fe29ff-fe58-416c-89d2-48410197163e,d82a5d26-ae4e-4c78-818a-3270f9ed2606,aws,us-west-2,47-test-hourly-17,64041ec6-1865-47ab-ab80-ccc42f3cab0c
billing-integration.hourly.test,234ab103-3595-4af0-833d-2a2a873549de,14fe29ff-fe58-416c-89d2-48410197163e,d82a5d26-ae4e-4c78-818a-3270f9ed2606,aws,us-west-2,46-test-hourly-93,2d9c81a6-729a-40ab-8f72-93b360f71722
billing-integration.hourly.test,15ef28ab-6cf5-4859-be1f-9aa3640da9fb,14fe29ff-fe58-416c-89d2-48410197163e,d82a5d26-ae4e-4c78-818a-3270f9ed2606,aws,us-west-2,45-test-hourly-17,a4da8dc4-6d02-48db-ac06-706643d2d254
billing-integration.hourly.test,bd6c7eb5-ff9c-4a1d-8847-b7aa82cf4a2c,b4eb2fb8-2506-4df7-965c-c83814b07eef,91e34d10-257d-4851-a231-224b17eefa66,aws,us-west-2,test-hourly-resource-80,490bb93a-3390-4044-89f7-278ffcbbb55d
billing-integration.hourly.test,080fba49-989e-4faa-95d6-d3c06c5ace37,b4eb2fb8-2506-4df7-965c-c83814b07eef,91e34d10-257d-4851-a231-224b17eefa66,aws,us-west-2,test-hourly-resource-76,ea96b554-d755-4b61-9965-03b2957e07e8
billing-integration.hourly.test,1790742e-8e97-431f-a4d0-3d9e69467ac7,489146fa-3571-4aed-a877-f6784496aecf,44f975cc-de7d-4d85-95ae-19fa0713af9d,aws,us-west-2,24-test-hourly-2,08c1c267-9b80-4013-bdd2-dd2f5b4d482d
billing-integration.hourly.test,043db00b-4870-4fde-8414-6ba67091eca5,489146fa-3571-4aed-a877-f6784496aecf,44f975cc-de7d-4d85-95ae-19fa0713af9d,aws,us-west-2,22-test-hourly-11,48282f41-7ee2-48de-bc5d-fb511487743d
billing-integration.hourly.test,22f159c5-1f6c-4946-864f-4e42a5bac799,489146fa-3571-4aed-a877-f6784496aecf,44f975cc-de7d-4d85-95ae-19fa0713af9d,aws,us-west-2,21-test-hourly-6,7799cbc9-93dc-4163-86d5-a5648cf5dea8
billing-integration.hourly.test,8a611906-e25f-4b87-b197-81e98d113269,489146fa-3571-4aed-a877-f6784496aecf,44f975cc-de7d-4d85-95ae-19fa0713af9d,aws,us-west-2,23-test-hourly-5,c67c6a72-8a73-4713-9381-4f4291e2ec02
billing-integration.hourly.test,d5c759ae-81e7-4c8e-9000-e617b9451394,908557c9-20ad-4793-a057-6d86625edb15,d29e651e-23af-46b7-a866-3d5b78b4ed75,aws,us-west-2,34-test-hourly-27,b9aa1b3d-e1d7-416d-9ad5-fd05e0c555a4
billing-integration.hourly.test,5da506e3-4023-4bb7-a9cd-a285eedca23e,908557c9-20ad-4793-a057-6d86625edb15,d29e651e-23af-46b7-a866-3d5b78b4ed75,aws,us-west-2,33-test-hourly-43,cc831a62-794a-4a95-8a1a-f8e0658363bc
billing-integration.hourly.test,70d11c3e-1f5f-4c83-ac24-88cf37ed25fc,908557c9-20ad-4793-a057-6d86625edb15,d29e651e-23af-46b7-a866-3d5b78b4ed75,aws,us-west-2,32-test-hourly-26,8519753d-5063-4de9-bb3d-d0b8dd18ae25
billing-integration.hourly.test,e2fd38d6-0c42-42c0-8f90-970cfe42dca3,908557c9-20ad-4793-a057-6d86625edb15,d29e651e-23af-46b7-a866-3d5b78b4ed75,aws,us-west-2,31-test-hourly-90,2d80a4dd-278d-4c6a-9987-0061c02d4ee3
billing-integration.hourly.test,fea3ccac-674f-4dc4-9fb8-402027760bc9,8abdec93-1d3a-4e46-b3f8-b07a5530da15,b1d08953-265c-4018-9ab7-5915b0a0b59c,aws,us-west-2,20-test-hourly-42,1b231326-04db-44ee-bf29-2bb88d13d0e2
billing-integration.hourly.test,ab224eaa-d8ea-4e7a-a559-44457b86c64c,8abdec93-1d3a-4e46-b3f8-b07a5530da15,b1d08953-265c-4018-9ab7-5915b0a0b59c,aws,us-west-2,21-test-hourly-21,fb58f6ac-79f3-4664-8260-c7df66c6b5de
billing-integration.hourly.test,85cfe518-4faf-45e3-821b-be4d57abd119,8abdec93-1d3a-4e46-b3f8-b07a5530da15,b1d08953-265c-4018-9ab7-5915b0a0b59c,aws,us-west-2,19-test-hourly-76,0f456106-0b22-42ce-9e09-0ba57143354c
billing-integration.hourly.test,704d17ae-1297-4e1f-9980-3336738a4288,e2945ae7-3e57-4b8e-bb90-339e02b06212,1de385ae-89f8-4dcb-9115-d66c820db747,aws,us-west-2,41-test-hourly-93,0587f3a0-c7c8-49fc-bc6f-00076f6cb54d
billing-integration.hourly.test,be7fb92e-edc4-4269-8fb4-3f4a4f650691,e2945ae7-3e57-4b8e-bb90-339e02b06212,1de385ae-89f8-4dcb-9115-d66c820db747,aws,us-west-2,40-test-hourly-54,2d6f9f79-999a-4dca-aebc-b63d2869b2c9
billing-integration.hourly.test,a03baf2d-e38c-4cd5-8d0b-40b056f870db,e2945ae7-3e57-4b8e-bb90-339e02b06212,1de385ae-89f8-4dcb-9115-d66c820db747,aws,us-west-2,39-test-hourly-75,64126721-cbb1-4574-82db-d6054fb773ff
billing-integration.hourly.test,f5af884c-4fed-44e7-bd4d-52f369228590,e2945ae7-3e57-4b8e-bb90-339e02b06212,1de385ae-89f8-4dcb-9115-d66c820db747,aws,us-west-2,38-test-hourly-11,ce16b204-c24a-41be-9831-99d8d0718fba
billing-integration.hourly.test,1898f8e1-1524-4e79-bb18-ec913ea0e33d,e1a0964f-5ebc-4ced-8513-04a9a8913e5a,d72a1d7e-cf06-4784-838c-51c54907159d,aws,us-west-2,32-test-hourly-7,2ca31cdd-9d60-468b-bf66-db752b8f8ac1
billing-integration.hourly.test,b5eb00a1-437c-40bb-9375-6fd2c34864ed,e1a0964f-5ebc-4ced-8513-04a9a8913e5a,d72a1d7e-cf06-4784-838c-51c54907159d,aws,us-west-2,31-test-hourly-49,51255848-c316-4998-85c9-ce3e6fce4f4b
billing-integration.hourly.test,1f8178e8-02b7-412b-93b9-63f4a6cb4107,e1a0964f-5ebc-4ced-8513-04a9a8913e5a,d72a1d7e-cf06-4784-838c-51c54907159d,aws,us-west-2,29-test-hourly-79,b41b4007-8210-477d-99a7-9bb1a4a16bb4
billing-integration.hourly.test,24098c69-e3c8-4896-bbe8-56132e63b51a,e1a0964f-5ebc-4ced-8513-04a9a8913e5a,d72a1d7e-cf06-4784-838c-51c54907159d,aws,us-west-2,30-test-hourly-91,364edf86-d1e6-4fcf-b708-32eaa3e47884
billing-integration.hourly.test,6aed61d0-d5f8-4579-9efd-389e5bb75135,025d8bf7-db07-49c7-b74e-60d7648fd8c3,df6eac52-0138-4838-bd47-fbdd58286226,aws,us-west-2,21-test-hourly-73,7edf6924-cf81-4f63-8bb6-833f74578d39
billing-integration.hourly.test,27478ddf-4a69-4d44-a4fd-2a1fae2cbeeb,025d8bf7-db07-49c7-b74e-60d7648fd8c3,df6eac52-0138-4838-bd47-fbdd58286226,aws,us-west-2,20-test-hourly-66,c54c2837-2c91-4850-83e4-e87180cb3240
billing-integration.hourly.test,2466e54d-8b5b-4115-828e-58866ed58a07,025d8bf7-db07-49c7-b74e-60d7648fd8c3,df6eac52-0138-4838-bd47-fbdd58286226,aws,us-west-2,19-test-hourly-11,48558aff-42b7-42b4-bcda-d440c7f71d5b
billing-integration.hourly.test,ebd5d3d1-4359-4942-8c12-c175e5ca269f,025d8bf7-db07-49c7-b74e-60d7648fd8c3,df6eac52-0138-4838-bd47-fbdd58286226,aws,us-west-2,22-test-hourly-1,9cfe38f3-bcbc-4547-8c6b-47ed1f1a30a6
billing-integration.monthly-cumulative.test,88500113-dc3e-43fc-a66a-b631d1d8bc0b,55aa67cd-4e01-4bcb-8c34-e23ab467b7c2,bdf8eb53-3d3a-4ab8-abfd-387891a3f673,aws,us-west-2,26-test-monthly-cmv-44,c337acfd-86de-455a-9953-6b41e529e1e0
billing-integration.hourly.test,f591ccd9-fe46-47ef-892f-13330679ca64,f2c8704f-082c-428c-ae28-26c52124448b,38ecda20-1684-454a-8d28-c5defaaba8bb,aws,us-west-2,36-test-hourly-69,4aa8d6b7-8546-434d-949c-7d9419646eef
billing-integration.hourly.test,b6a2a162-d0ea-4b63-81ef-cd8ca341a5d9,f2c8704f-082c-428c-ae28-26c52124448b,38ecda20-1684-454a-8d28-c5defaaba8bb,aws,us-west-2,35-test-hourly-23,d67907cc-8763-41ac-9d00-883aa5aec63f
billing-integration.hourly.test,9f85293a-5b48-418a-a6bc-37ed18c0d372,f2c8704f-082c-428c-ae28-26c52124448b,38ecda20-1684-454a-8d28-c5defaaba8bb,aws,us-west-2,34-test-hourly-91,c6692665-4335-407b-92e2-05ab63c03ace
billing-integration.hourly.test,1c9aa617-aab2-427c-bf6d-51dad46d06c0,f2c8704f-082c-428c-ae28-26c52124448b,38ecda20-1684-454a-8d28-c5defaaba8bb,aws,us-west-2,33-test-hourly-28,01b7a453-b4b6-42bf-805b-04c8ec4332e1
billing-integration.hourly.test,aad43150-6691-491c-b3d1-b66fe16d2def,f4d9a144-9fb5-4a6f-96f2-d269d33e28ed,04f00fdd-3820-4ebf-a2c7-e28153ea1a9b,aws,us-west-2,13-test-hourly-87,30c71ef9-8fec-4b61-8f08-f5712d2d8038
billing-integration.hourly.test,55818b34-1152-4859-9dc9-f37cc80b32de,f4d9a144-9fb5-4a6f-96f2-d269d33e28ed,04f00fdd-3820-4ebf-a2c7-e28153ea1a9b,aws,us-west-2,12-test-hourly-12,705f8ffb-42e8-4146-89f7-c369177b68d8
billing-integration.hourly.test,0f66c609-c354-4445-9514-3c7508ae2d61,f4d9a144-9fb5-4a6f-96f2-d269d33e28ed,04f00fdd-3820-4ebf-a2c7-e28153ea1a9b,aws,us-west-2,11-test-hourly-59,0db1594c-2dd3-44d5-a174-1760772d3a0b
billing-integration.hourly.test,f1a41e79-e36c-4560-bfd0-18230eb4b925,f4d9a144-9fb5-4a6f-96f2-d269d33e28ed,04f00fdd-3820-4ebf-a2c7-e28153ea1a9b,aws,us-west-2,9-test-hourly-73,4ed86c43-c4d4-457c-9666-508c0dbd9f93
billing-integration.hourly.test,dd5eada2-3d5c-49cf-8252-70f07cdfa18a,0b0ae3ec-f2a1-4919-87a9-cc93ee057119,c0346ab9-8edb-4efa-8e49-bddee0569f97,aws,us-west-2,13-test-hourly-11,5a73946e-b67d-476f-8cd0-14ab63cf1113
billing-integration.hourly.test,7f77127c-11ec-465c-a38c-6495003f654d,0b0ae3ec-f2a1-4919-87a9-cc93ee057119,c0346ab9-8edb-4efa-8e49-bddee0569f97,aws,us-west-2,12-test-hourly-56,323553d6-e6e7-4bb6-b7d4-0ad757c3145d
billing-integration.hourly.test,8464b6d2-3718-4857-b27a-ecc5ea978fbc,0b0ae3ec-f2a1-4919-87a9-cc93ee057119,c0346ab9-8edb-4efa-8e49-bddee0569f97,aws,us-west-2,9-test-hourly-25,e8418945-67aa-4505-9dd7-99e99bcdb45d
billing-integration.hourly.test,ea2cc3ef-7776-4f41-94f4-7964b1d00905,0b0ae3ec-f2a1-4919-87a9-cc93ee057119,c0346ab9-8edb-4efa-8e49-bddee0569f97,aws,us-west-2,8-test-hourly-40,26b4b1bc-0738-4af0-b74d-9a860726e203
billing-integration.hourly.test,2fea5f8f-03d2-4359-bcd0-a1e663c08f92,c0b66906-cb7f-41b1-b31a-6b09b9fbb816,db1f6794-3014-4958-a846-23de4645dfbd,aws,us-west-2,test-hourly-resource-51,0f5702c5-cf9a-4918-a554-a77310431b31
billing-integration.hourly.test,9de7876d-757d-4a13-b47a-f91fb1f0d3b6,c0b66906-cb7f-41b1-b31a-6b09b9fbb816,db1f6794-3014-4958-a846-23de4645dfbd,aws,us-west-2,test-hourly-resource-48,a2deb83e-6f67-4654-8121-24859cb79f9a
billing-integration.hourly.test,be81a4ef-fd53-48d4-822e-8cda380cb4a1,c0b66906-cb7f-41b1-b31a-6b09b9fbb816,db1f6794-3014-4958-a846-23de4645dfbd,aws,us-west-2,test-hourly-resource-40,5ef09e73-9bfa-4106-beac-93af8716d4c4
billing-integration.hourly.test,936a6ec5-f77f-41b7-9bf9-75495bffdb2e,4757f12b-3788-47b1-b4b5-bae58e9d5c29,615dce42-ea3d-448d-abf3-7ad66ab3cdd9,aws,us-west-2,63-test-hourly-85,8abacc1d-f483-4865-92a6-b5ca64f826f1
billing-integration.hourly.test,1a716414-773b-4f26-bc78-019fe776e64d,4757f12b-3788-47b1-b4b5-bae58e9d5c29,615dce42-ea3d-448d-abf3-7ad66ab3cdd9,aws,us-west-2,62-test-hourly-7,9bfd8e17-d608-4ca8-84fb-ac3ba63f3679
billing-integration.hourly.test,2352cb2b-6aef-4fd4-9fce-cadca30da165,4757f12b-3788-47b1-b4b5-bae58e9d5c29,615dce42-ea3d-448d-abf3-7ad66ab3cdd9,aws,us-west-2,61-test-hourly-54,f04d290f-0fc4-47be-a7f9-7687871e1005
billing-integration.hourly.test,06844014-00cd-4a59-8abc-de588684373f,4757f12b-3788-47b1-b4b5-bae58e9d5c29,615dce42-ea3d-448d-abf3-7ad66ab3cdd9,aws,us-west-2,60-test-hourly-63,96ff248f-dcb3-418c-9482-519c49b2432b
billing-integration.hourly.test,54ac0c8a-0261-4843-93f2-81fc9bcfa57c,2e6e1a56-1567-4478-a905-2e356595440f,5f1226f0-006d-4ea4-85aa-9ac3b433f507,aws,us-west-2,21-test-hourly-10,9c84250b-13e7-490e-bc6c-d5f8e2eba532
billing-integration.hourly.test,68e469e7-abb1-4ff3-b1a2-c398ce4e4406,2e6e1a56-1567-4478-a905-2e356595440f,5f1226f0-006d-4ea4-85aa-9ac3b433f507,aws,us-west-2,20-test-hourly-5,eef69cfa-3afe-4729-8159-8bacf7284f8b
billing-integration.hourly.test,579b3d9b-fee1-4bb1-994c-1b65e90de471,2e6e1a56-1567-4478-a905-2e356595440f,5f1226f0-006d-4ea4-85aa-9ac3b433f507,aws,us-west-2,19-test-hourly-93,6579af82-e15f-4927-86bb-693c9be5b659
billing-integration.hourly.test,dddf10d9-bbe0-44eb-a77c-e958c3969ae4,2e6e1a56-1567-4478-a905-2e356595440f,5f1226f0-006d-4ea4-85aa-9ac3b433f507,aws,us-west-2,18-test-hourly-70,ab2e2814-eb5c-4c26-be63-ab9205d58437
billing-integration.hourly.test,bb78d837-dc45-4902-a5ee-e900dd12525e,2fa92693-4538-4dea-9f82-3d4813ab9180,957c0a7c-ddc6-4e50-ab00-91c4179ec433,aws,us-west-2,31-test-hourly-32,83e0d9e8-174a-44f3-ad7e-67da3308ee45
billing-integration.hourly.test,5018d237-e195-4d56-afee-0e5546dfe5f6,2fa92693-4538-4dea-9f82-3d4813ab9180,957c0a7c-ddc6-4e50-ab00-91c4179ec433,aws,us-west-2,30-test-hourly-35,1831e25f-d3e6-4960-820f-d740ebaeacd9
billing-integration.hourly.test,8fc91e0f-5929-4bb9-af24-7d26711cb416,2fa92693-4538-4dea-9f82-3d4813ab9180,957c0a7c-ddc6-4e50-ab00-91c4179ec433,aws,us-west-2,29-test-hourly-61,1a471e1b-9595-479d-8e8c-456f5ab84cfd
billing-integration.hourly.test,6d1a2220-cbe1-4733-a448-1be90be338f8,2fa92693-4538-4dea-9f82-3d4813ab9180,957c0a7c-ddc6-4e50-ab00-91c4179ec433,aws,us-west-2,28-test-hourly-95,4c170453-01e2-4566-b34a-6195da7fece6
billing-integration.hourly.test,f8ffaf39-1058-4e4a-8eb4-706448fbbe55,5adcd5ca-2d3b-4b43-9cf3-8565bfaa4c7e,ea52fe92-0f02-48f0-adf3-8e5ef714626f,aws,us-west-2,54-test-hourly-54,058dcf63-a23c-44c6-bf53-2d34d45aec9b
billing-integration.hourly.test,37d80487-da26-48a2-a696-096282be43df,5adcd5ca-2d3b-4b43-9cf3-8565bfaa4c7e,ea52fe92-0f02-48f0-adf3-8e5ef714626f,aws,us-west-2,53-test-hourly-69,63982f9a-17d7-483c-8ee6-3eddcb4d84f7
billing-integration.hourly.test,b6a76794-8f59-44ea-b8a8-c0c4d0c19da1,5adcd5ca-2d3b-4b43-9cf3-8565bfaa4c7e,ea52fe92-0f02-48f0-adf3-8e5ef714626f,aws,us-west-2,52-test-hourly-70,05a92e10-2e43-4898-b440-c94e059fa607
billing-integration.hourly.test,1c8dcaa9-3dc2-4eda-a54d-731ce94a847a,5adcd5ca-2d3b-4b43-9cf3-8565bfaa4c7e,ea52fe92-0f02-48f0-adf3-8e5ef714626f,aws,us-west-2,51-test-hourly-68,c3e68008-8474-409d-84cb-753f104d0888
billing-integration.hourly.test,86d23394-669e-445b-a6aa-d5c19fb109d3,10e586fd-5e6a-40ab-8616-4687074e4bf1,4e9bc308-0d4c-477d-bdf0-63ea6b851434,aws,us-west-2,29-test-hourly-6,4ed8d57e-6b07-496d-b309-88d3db615213
billing-integration.hourly.test,792b2ee3-fe74-400f-b820-676956d8614b,10e586fd-5e6a-40ab-8616-4687074e4bf1,4e9bc308-0d4c-477d-bdf0-63ea6b851434,aws,us-west-2,28-test-hourly-56,d8b3bebe-bd26-4562-9208-a6663bba3e27
billing-integration.hourly.test,1d71f131-db93-4081-bc44-f156be8c773e,10e586fd-5e6a-40ab-8616-4687074e4bf1,4e9bc308-0d4c-477d-bdf0-63ea6b851434,aws,us-west-2,27-test-hourly-43,5f1bbbbd-78cd-4041-ac02-8b8331114518
billing-integration.hourly.test,ca5b1c6a-e6aa-4d69-8e22-413a90888ed8,10e586fd-5e6a-40ab-8616-4687074e4bf1,4e9bc308-0d4c-477d-bdf0-63ea6b851434,aws,us-west-2,26-test-hourly-60,969d1ea6-d535-4073-86ea-6006c49d334c
billing-integration.hourly.test,a46fe08d-b1d7-4ef4-b023-d4c1625c541f,74396b87-7e3e-47e1-ad6a-9629508ef15d,a7fbdaf0-d1d2-4df8-b403-9cd29b5ecb3f,aws,us-west-2,21-test-hourly-64,1f7335a1-7695-483a-9400-c3d1cba458f2
billing-integration.hourly.test,0799cadb-201d-40ee-8f9d-6d5d081a988e,74396b87-7e3e-47e1-ad6a-9629508ef15d,a7fbdaf0-d1d2-4df8-b403-9cd29b5ecb3f,aws,us-west-2,19-test-hourly-35,cbc27a29-12c1-4f41-9ab6-9dae647fb3cb
billing-integration.hourly.test,4d26a87a-4455-454f-a676-52567e293bef,74396b87-7e3e-47e1-ad6a-9629508ef15d,a7fbdaf0-d1d2-4df8-b403-9cd29b5ecb3f,aws,us-west-2,22-test-hourly-67,b3534ee4-aff9-4ec2-928c-b485e87446a2
billing-integration.hourly.test,d13642d6-e571-4461-9610-fd45fdeac896,74396b87-7e3e-47e1-ad6a-9629508ef15d,a7fbdaf0-d1d2-4df8-b403-9cd29b5ecb3f,aws,us-west-2,18-test-hourly-83,d321d393-9ddd-419d-8a9b-c1794db37b9e
billing-integration.hourly.test,8884f15f-fb14-450f-8b3f-e3a59471c7ed,5757c6be-7e5d-4660-8ddf-aa6eb2412ec7,4d5cfbeb-be9c-4e1d-af7d-39489047ff1f,aws,us-west-2,45-test-hourly-76,472b7d57-e91d-4cfa-aa4a-e22a28a0cc54
